SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1773750932.172227, -0.016310, -0.015113, -9.800365, -0.003730, 0.003084, -0.004793, 223.720718, -32.995682, 29.351044
1773750932.182214, -0.035015, -0.041899, -9.807847, -0.001786, -0.001754, -0.000513, 223.922119, -33.104065, 29.337906
1773750932.192143, -0.101155, -0.012570, -9.813084, -0.005086, -0.010419, 0.004189, 223.557556, -32.702805, 29.148895
1773750932.201431, -0.097713, -0.002693, -9.819519, -0.002597, -0.007671, 0.003425, 223.706390, -32.909271, 29.456390
1773750932.211533, -0.084246, 0.001646, -9.816825, 0.001736, 0.000175, -0.004397, 223.819397, -32.981201, 29.434113
1773750932.222214, -0.035165, 0.084396, -9.823110, -0.002470, 0.004395, -0.012395, 223.715973, -32.804504, 29.315567
1773750932.232230, -0.014964, 0.094721, -9.810391, -0.002391, 0.004289, -0.014383, 223.875702, -32.759521, 29.466904
1773750932.242152, 0.012570, 0.113575, -9.806351, -0.004616, 0.007538, -0.012937, 223.935867, -32.772324, 29.971542
1773750932.251368, -0.021099, 0.145897, -9.809493, -0.001801, 0.008493, -0.014048, 223.635773, -32.840195, 29.727707
1773750932.261554, -0.054169, 0.123750, -9.809194, -0.001529, 0.015288, -0.016084, 223.874252, -32.745071, 29.929230
1773750932.272238, -0.081403, 0.067038, -9.802460, 0.001333, 0.016830, -0.009440, 223.835754, -32.704788, 29.596466
1773750932.282216, -0.046837, 0.089633, -9.828647, 0.000532, 0.021602, -0.003377, 223.727829, -32.632187, 29.503723
1773750932.292149, -0.021249, 0.081104, -9.821763, -0.000528, 0.017756, 0.000017, 223.788452, -32.700867, 29.463852
1773750932.301394, -0.057760, 0.105644, -9.815778, 0.002720, 0.008836, 0.006521, 223.983322, -32.784973, 29.367172
1773750932.311539, -0.053870, 0.175675, -9.807398, 0.004561, 0.014720, 0.005819, 223.938080, -32.904800, 29.395248
1773750932.322214, -0.056713, 0.220865, -9.824307, -0.002585, 0.012913, 0.002262, 223.939072, -32.769318, 29.365829
1773750932.332241, -0.064793, 0.207547, -9.814431, -0.004439, 0.005076, 0.001146, 223.925537, -32.804474, 29.488831
1773750932.342148, -0.038457, -0.106243, -9.801413, -0.005924, -0.003204, 0.002629, 223.931686, -32.627014, 29.291870
1773750932.351409, -0.051625, -0.083049, -9.814581, -0.002326, -0.000033, 0.003692, 223.869141, -32.576645, 29.343872
1773750932.361550, -0.042048, -0.083498, -9.825654, 0.000094, 0.006880, 0.003633, 223.789185, -32.730362, 29.527878
1773750932.372230, -0.039504, -0.090531, -9.810541, -0.001623, 0.008579, 0.002261, 223.871414, -32.840485, 29.094284
1773750932.382286, -0.039355, -0.085742, -9.824008, 0.002082, 0.015422, 0.002021, 223.966751, -32.885635, 29.431305
1773750932.392183, -0.052373, -0.077512, -9.824457, 0.002239, 0.017267, 0.002714, 223.899628, -32.892715, 29.603210
1773750932.401488, -0.036212, -0.077812, -9.818172, 0.001445, 0.014882, 0.002166, 223.844086, -32.847168, 29.435379
1773750932.411529, -0.043545, -0.079757, -9.823709, -0.000599, 0.011517, 0.000222, 223.882355, -32.880234, 29.445923
1773750932.422217, -0.039654, -0.093224, -9.814282, 0.001984, 0.011098, 0.001867, 224.202316, -32.879349, 29.368713
1773750932.432218, -0.031125, -0.091429, -9.814581, -0.000077, 0.008149, 0.002525, 223.969833, -32.653732, 29.265274
1773750932.442206, -0.057012, -0.086491, -9.808296, -0.001702, 0.010977, 0.001549, 223.790665, -32.887115, 29.170609
1773750932.451418, -0.024541, -0.095170, -9.810840, -0.002441, 0.008604, 0.003521, 223.790665, -32.887115, 29.170609
1773750932.461591, -0.044592, -0.086042, -9.813533, 0.000422, 0.011138, 0.002447, 223.982834, -32.752350, 29.230560
1773750932.472304, -0.046238, -0.080804, -9.811289, -0.000075, 0.014758, 0.002770, 224.183746, -33.019821, 29.193619
1773750932.482255, -0.027982, -0.089334, -9.825953, 0.004216, 0.019964, 0.001963, 223.857559, -32.970215, 28.972046
1773750932.492138, -0.048483, -0.087239, -9.826103, 0.003670, 0.013821, 0.002456, 223.966019, -32.797165, 29.056656
1773750932.501438, -0.032621, -0.087089, -9.816227, 0.002003, 0.020670, 0.001982, 223.894318, -32.777451, 29.399902
1773750932.511605, -0.038906, -0.071527, -9.850943, 0.005696, 0.053352, 0.002264, 223.953842, -32.850418, 29.300079
1773750932.522287, -0.026785, -0.080056, -9.800515, -0.007877, -0.008482, 0.002429, 223.869797, -32.705521, 29.257812
1773750932.532229, 0.017957, -0.086491, -9.771784, -0.000799, 0.001806, 0.004303, 223.815002, -32.680359, 29.291077
1773750932.542149, -0.048183, -0.086640, -9.823110, -0.003534, 0.008430, 0.003104, 223.865143, -32.747726, 28.962402
