SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1773750745.860313, 0.025289, -0.456844, -9.803807, -0.002368, -0.017317, -0.010053, 196.463669, -27.840012, 32.053497
1773750745.870268, 0.049530, -0.485275, -9.816825, -0.001261, -0.022197, -0.003618, 196.656754, -27.943069, 31.774857
1773750745.879601, 0.064045, -0.508618, -9.804705, -0.001261, -0.022197, -0.003618, 196.725800, -27.834930, 31.997482
1773750745.890195, 0.019004, -0.392350, -9.804405, -0.000202, -0.034055, 0.030202, 196.839371, -27.998047, 31.925308
1773750745.900275, -0.061651, -0.259621, -9.820417, 0.000511, -0.012268, 0.044937, 196.779633, -27.794159, 31.883743
1773750745.910285, -0.093823, -0.243610, -9.828647, 0.000511, -0.012268, 0.044937, 196.444687, -27.675201, 31.713867
1773750745.920286, -0.097414, -0.312743, -9.816975, 0.000838, -0.002471, 0.048639, 196.499191, -27.795868, 32.116074
1773750745.930286, -0.035614, -0.396240, -9.820417, 0.000130, -0.002653, 0.044635, 196.283340, -27.764175, 31.810623
1773750745.940135, 0.014066, -0.413000, -9.815778, 0.002186, -0.005891, 0.042156, 196.661285, -27.778717, 31.984390
1773750745.950287, 0.038307, -0.407762, -9.817274, -0.000107, 0.004359, 0.036198, 196.580704, -27.655334, 32.326004
1773750745.960296, 0.009876, -0.389507, -9.821763, 0.001182, 0.004438, 0.026375, 196.541245, -27.806320, 32.436874
1773750745.970342, -0.001047, -0.340575, -9.807697, 0.002566, 0.001398, 0.010846, 196.702728, -27.830795, 32.158142
1773750745.980264, 0.021847, -0.291943, -9.829844, 0.002513, 0.007258, -0.000697, 196.436905, -27.655640, 32.386566
1773750745.990163, 0.024092, -0.175375, -9.812935, -0.000093, -0.008128, 0.001812, 196.415787, -27.682114, 32.375336
1773750746.000286, -0.039205, -0.118663, -9.828198, -0.001332, -0.017821, 0.017066, 196.354843, -27.797638, 32.571945
1773750746.010270, -0.107739, -0.127042, -9.844359, -0.000582, 0.006271, 0.017153, 196.270737, -27.564880, 32.628494
1773750746.020293, -0.082600, -0.222511, -9.828796, 0.002946, 0.017781, 0.002072, 196.287689, -27.681976, 32.423889
1773750746.030298, -0.033968, -0.326360, -9.809044, 0.001744, 0.016212, -0.015404, 196.447281, -27.551544, 32.683502
1773750746.040220, 0.007482, -0.313192, -9.807548, -0.001279, 0.002458, -0.026976, 196.483871, -27.476257, 32.596680
1773750746.050290, 0.031873, -0.204405, -9.838972, -0.000261, 0.009730, -0.026413, 196.455750, -27.742050, 32.349533
1773750746.060285, 0.044293, -0.202011, -9.839570, -0.000342, 0.018339, -0.010323, 196.641037, -27.700180, 32.822708
1773750746.070270, -0.016909, -0.177470, -9.831191, 0.003164, 0.030691, 0.002062, 196.647690, -27.333511, 32.733215
1773750746.080271, -0.019603, -0.187646, -9.817723, -0.000408, 0.032849, -0.002686, 196.608627, -27.554092, 32.631454
1773750746.090172, 0.021697, -0.308253, -9.812187, 0.003539, 0.056203, -0.024725, 196.421951, -27.569672, 32.815125
1773750746.100285, 0.070479, -0.363919, -9.804405, 0.002784, 0.049138, -0.039615, 196.662918, -27.654251, 32.647552
1773750746.110269, 0.099509, -0.268599, -9.804106, -0.000782, 0.001555, -0.032886, 196.541016, -27.565948, 32.720627
1773750746.120285, 0.005088, -0.162806, -9.799916, 0.001420, -0.013885, -0.024822, 196.371872, -27.515015, 32.816071
1773750746.130280, -0.070030, -0.108338, -9.815030, 0.003460, 0.002153, -0.022342, 196.628403, -27.476654, 32.995300
1773750746.140160, -0.069133, -0.112527, -9.828048, 0.003736, 0.038539, -0.025822, 196.478546, -27.615799, 33.018127
1773750746.150260, -0.032322, -0.225504, -9.809194, 0.001096, 0.035434, -0.029668, 196.578110, -27.529953, 33.003983
1773750746.160285, 0.002843, -0.242862, -9.808296, -0.003484, 0.027900, -0.033132, 196.578110, -27.529953, 33.003983
1773750746.170340, 0.015712, -0.222960, -9.814132, -0.001050, 0.037889, -0.028289, 196.568954, -27.594696, 33.007614
1773750746.180149, 0.051176, -0.150685, -9.816077, 0.000470, 0.032840, -0.025394, 196.292526, -27.296997, 32.933136
1773750746.190200, 0.051924, -0.053421, -9.802311, 0.003440, 0.018031, -0.009803, 196.465546, -27.286011, 32.982681
1773750746.200317, 0.032172, -0.055067, -9.806201, 0.002329, 0.002121, 0.013267, 196.495407, -27.518478, 33.094421
1773750746.210270, -0.002993, -0.105794, -9.820417, 0.002894, -0.000208, 0.024483, 196.360275, -27.249466, 33.164780
1773750746.220294, -0.034417, -0.141707, -9.822212, 0.001338, 0.017625, 0.027545, 196.561798, -27.544708, 33.219131
1773750746.230294, -0.004788, -0.115520, -9.799168, -0.003380, 0.013391, 0.029552, 196.546707, -27.500168, 33.146820
1773750746.240270, -0.017059, -0.135871, -9.812785, -0.000363, 0.006139, 0.034487, 196.365860, -27.452713, 33.223816
1773750746.250158, -0.002394, -0.226102, -9.798719, 0.003714, 0.004680, 0.039292, 196.448532, -27.316666, 33.171906
1773750746.260283, -0.006434, -0.285359, -9.833136, 0.000659, 0.014160, 0.037847, 196.604843, -27.266739, 33.342972
1773750746.270346, -0.074071, -0.297629, -9.806650, 0.003455, 0.022625, 0.022560, 196.446838, -27.279251, 33.187622
1773750746.280124, -0.090381, -0.202759, -9.809044, -0.001105, 0.006626, 0.009842, 196.498093, -27.213577, 33.284683
1773750746.290200, -0.072874, -0.119560, -9.805752, 0.003755, -0.017660, 0.012170, 196.582443, -27.313217, 33.215927
1773750746.300324, -0.045041, -0.114922, -9.812486, 0.000906, -0.032087, 0.017466, 196.492950, -27.328964, 33.347137
1773750746.310160, -0.013617, -0.055067, -9.833734, 0.004588, -0.026936, 0.020681, 196.409241, -27.115601, 33.256912
1773750746.320288, 0.083498, -0.062100, -9.828946, 0.003613, -0.005742, 0.030662, 196.566193, -27.376389, 33.410858
1773750746.330287, 0.082750, -0.077812, -9.818471, 0.001391, 0.004462, 0.033039, 196.349731, -27.127167, 33.244522
1773750746.340176, 0.017807, -0.111630, -9.811289, -0.000978, 0.016106, 0.036626, 196.168488, -26.968033, 33.601410
1773750746.350286, -0.064494, -0.101005, -9.809942, 0.003355, 0.013368, 0.037295, 196.448624, -27.168533, 33.699936
1773750746.359616, -0.072125, -0.148291, -9.816376, 0.001646, 0.016459, 0.034070, 196.380829, -27.171494, 33.559250
1773750746.370266, -0.067487, -0.160561, -9.825654, 0.001873, 0.019153, 0.031964, 196.338699, -27.140137, 33.636307
1773750746.380268, -0.093075, -0.222212, -9.798869, 0.001159, 0.010299, 0.024087, 196.216721, -26.974060, 33.806122
1773750746.390203, -0.115071, -0.226851, -9.806650, -0.001244, -0.005887, 0.008305, 196.171600, -26.891190, 33.813568
1773750746.400286, -0.065691, -0.202460, -9.816376, -0.000976, -0.012839, -0.002312, 196.415482, -27.079376, 33.664307
1773750746.410272, -0.041001, -0.213682, -9.818771, -0.003225, -0.002651, -0.006698, 196.392471, -27.029846, 34.165726
1773750746.420284, 0.028132, -0.179864, -9.848997, -0.000423, 0.018861, -0.002262, 196.321228, -26.987289, 34.042328
1773750746.430288, 0.074071, -0.104896, -9.831789, 0.003291, 0.030817, 0.001029, 196.305084, -27.050201, 34.132095
1773750746.440267, 0.059256, -0.110133, -9.810092, -0.002241, 0.022139, 0.000165, 196.465881, -26.953964, 33.871353
1773750746.450358, 0.053870, -0.157419, -9.819220, 0.001529, 0.012432, -0.010798, 196.426910, -26.897461, 34.278732
1773750746.460288, 0.089633, -0.180613, -9.819369, 0.003764, 0.015740, -0.012318, 196.426910, -26.897461, 34.278732
1773750746.470272, 0.092177, -0.216077, -9.823260, 0.002854, 0.024416, -0.011915, 196.392105, -26.874542, 34.101883
1773750746.479550, 0.085293, -0.242413, -9.815329, 0.001134, 0.013268, -0.010924, 196.336349, -26.791992, 34.192688
1773750746.490353, 0.068534, -0.148441, -9.821913, 0.001525, 0.024497, -0.011339, 196.420959, -26.681961, 34.441803
1773750746.500292, 0.082899, -0.117466, -9.812336, 0.004411, 0.010325, -0.006833, 196.470184, -26.929916, 34.220032
1773750746.510307, 0.042347, -0.225953, -9.786299, 0.000543, -0.012714, -0.001855, 196.447891, -26.704391, 34.244049
1773750746.520331, 0.002245, -0.303166, -9.805004, -0.003474, -0.020746, 0.008184, 196.352142, -26.575027, 34.538651
1773750746.530291, -0.041899, -0.281019, -9.824158, -0.002139, -0.022592, 0.013454, 196.431488, -26.890930, 34.064621
1773750746.540343, -0.031873, -0.196624, -9.830143, -0.003252, -0.007209, 0.017284, 196.413696, -26.831512, 34.390030
1773750746.550279, -0.013916, -0.108338, -9.840169, 0.001992, 0.015456, 0.020655, 196.324036, -26.556702, 34.607361
1773750746.560273, 0.047136, -0.194978, -9.830293, 0.000170, 0.028435, 0.024186, 196.325195, -26.910614, 34.621460
1773750746.570268, 0.063746, -0.258723, -9.810092, 0.001981, 0.028431, 0.027992, 196.565475, -26.809982, 34.471283
1773750746.580267, 0.067038, -0.208744, -9.833136, -0.001246, 0.030877, 0.024336, 196.343948, -26.692963, 34.588593
1773750746.590272, 0.053570, -0.186000, -9.801562, 0.000232, 0.022998, 0.020232, 196.282791, -26.612595, 34.366425
1773750746.600275, 0.014964, -0.189292, -9.786150, -0.000303, 0.007233, 0.019728, 196.285080, -26.615997, 34.343994
1773750746.609477, 0.014964, -0.189292, -9.786150, -0.001141, 0.012419, 0.018478, 196.418350, -26.524002, 34.576019
1773750746.620282, -0.014216, -0.224157, -9.810541, 0.002340, -0.009378, 0.018334, 196.439911, -26.827469, 34.459747
1773750746.630288, -0.037858, -0.198569, -9.804106, -0.003474, -0.015982, 0.025012, 196.343658, -26.717712, 34.621155
1773750746.640270, 0.001646, -0.094272, -9.816975, 0.004253, -0.010195, 0.035819, 196.310333, -26.577560, 35.097137
1773750746.650284, 0.053121, -0.070330, -9.828497, -0.000873, -0.007887, 0.040227, 196.220520, -26.392181, 34.859543
1773750746.660285, 0.032920, -0.159364, -9.794829, -0.002446, -0.001414, 0.039916, 196.348373, -26.514465, 34.803467
1773750746.670269, -0.001945, -0.187646, -9.834034, -0.000293, 0.009031, 0.036148, 196.226334, -26.481415, 34.714005
1773750746.680271, -0.047435, -0.244957, -9.847202, -0.000680, 0.003350, 0.035347, 196.219467, -26.386795, 34.807037
1773750746.690296, -0.082001, -0.236128, -9.826103, 0.000024, 0.003425, 0.044337, 196.150620, -26.441315, 35.176849
1773750746.700286, -0.049081, -0.169240, -9.823260, -0.000724, 0.006932, 0.046112, 196.257294, -26.443726, 35.061676
1773750746.709398, -0.079009, -0.151134, -9.819369, -0.002698, -0.003807, 0.038837, 196.255508, -26.275818, 35.354767
1773750746.720267, -0.092775, -0.129586, -9.801712, 0.000062, -0.014360, 0.038280, 196.236649, -26.435959, 35.482025
1773750746.729434, -0.077512, -0.133327, -9.801113, -0.002216, -0.009692, 0.022111, 196.236649, -26.435959, 35.482025
1773750746.740271, -0.081702, -0.139462, -9.799018, -0.001099, -0.011963, 0.007576, 196.150620, -26.123016, 35.359711
1773750746.749530, -0.043694, -0.124349, -9.822960, 0.001343, -0.003630, 0.007355, 196.150620, -26.123016, 35.359711
1773750746.760288, 0.051475, -0.130634, -9.834782, 0.002166, 0.001477, 0.013068, 196.031662, -26.406082, 35.044022
1773750746.770269, 0.073921, -0.111630, -9.829844, 0.001043, -0.006909, 0.012676, 196.239029, -26.273483, 35.603958
1773750746.780269, 0.031723, -0.128688, -9.832388, 0.003018, -0.004691, 0.018229, 196.175735, -26.186707, 35.578873
1773750746.790414, 0.055216, -0.074968, -9.817574, -0.001866, 0.000787, 0.017915, 196.235016, -26.002655, 35.635880
1773750746.800290, 0.051775, -0.057311, -9.818920, 0.000225, 0.024947, 0.017029, 196.134247, -25.904846, 35.254013
1773750746.810313, 0.050129, -0.140061, -9.835829, 0.001853, 0.038813, 0.009177, 196.131836, -25.953415, 35.690674
1773750746.820427, 0.041899, -0.193930, -9.810241, 0.001712, 0.017991, 0.010626, 196.197250, -25.938858, 35.806290
1773750746.830286, 0.061651, -0.223559, -9.808895, 0.001839, 0.012435, 0.019933, 196.195236, -26.088135, 35.364655
1773750746.839635, 0.066589, -0.205153, -9.804405, 0.001547, 0.014478, 0.022256, 196.249130, -26.073425, 35.410461
1773750746.850286, 0.015113, -0.174627, -9.815778, 0.001045, 0.007199, 0.018095, 196.227768, -25.758331, 35.726166
